Frame,F1 (Head Tilt),F2 (Slouch),Class
164,0.71,1.63,looks good
165,0.73,1.62,looks good
166,0.69,1.6099999999999999,looks good
167,0.7,1.62,looks good
168,0.69,1.6099999999999999,looks good
169,0.7,1.6099999999999999,looks good
170,0.63,1.6099999999999999,looks good
171,0.64,1.6099999999999999,looks good
172,0.6,1.6,looks good
173,0.61,1.6,looks good
174,0.62,1.6,looks good
175,0.64,1.6,looks good
176,0.6,1.58,sit up straight
177,0.59,1.58,sit up straight
178,0.71,1.56,sit up straight
179,0.74,1.56,sit up straight
180,0.73,1.5499999999999998,sit up straight
181,0.73,1.54,sit up straight
182,0.63,1.54,sit up straight
183,0.68,1.54,sit up straight
184,0.67,1.52,sit up straight
185,0.65,1.5299999999999998,sit up straight
186,0.59,1.52,sit up straight
187,0.63,1.5299999999999998,sit up straight
188,0.51,1.5299999999999998,sit up straight
189,0.47,1.52,sit up straight
190,0.41,1.5299999999999998,sit up straight
191,0.39,1.5299999999999998,sit up straight
192,0.42,1.5299999999999998,sit up straight
193,0.37,1.5299999999999998,sit up straight
194,0.38,1.52,sit up straight
195,0.33,1.5299999999999998,sit up straight
196,0.32,1.5299999999999998,sit up straight
197,0.28,1.5299999999999998,sit up straight
198,0.35,1.5299999999999998,sit up straight
199,0.36,1.5299999999999998,sit up straight
200,0.38,1.54,sit up straight
201,0.36,1.5299999999999998,sit up straight
202,0.28,1.5499999999999998,sit up straight
203,0.24,1.5499999999999998,sit up straight
204,0.27,1.5499999999999998,sit up straight
205,0.31,1.5499999999999998,sit up straight
206,0.26,1.5699999999999998,sit up straight
207,0.24,1.56,sit up straight
208,0.25,1.56,sit up straight
209,0.25,1.5699999999999998,sit up straight
210,0.22,1.5699999999999998,sit up straight
211,0.24,1.5699999999999998,sit up straight
212,0.33,1.5499999999999998,sit up straight
213,0.37,1.54,sit up straight
214,0.31,1.52,sit up straight
215,0.32,1.52,sit up straight
216,0.36,1.5,sit up straight
217,0.38,1.4900000000000002,sit up straight
218,0.33,1.48,sit up straight
219,0.31,1.48,sit up straight
220,0.36,1.4700000000000002,sit up straight
221,0.31,1.4700000000000002,sit up straight
222,0.43,1.4700000000000002,sit up straight
223,0.42,1.4700000000000002,sit up straight
224,0.36,1.48,sit up straight
225,0.35,1.48,sit up straight
226,0.35,1.48,sit up straight
227,0.35,1.48,sit up straight
228,0.35,1.4900000000000002,sit up straight
229,0.29,1.4900000000000002,sit up straight
230,0.34,1.4900000000000002,sit up straight
231,0.34,1.5,sit up straight
232,0.36,1.5,sit up straight
233,0.33,1.5,sit up straight
234,0.59,1.5099999999999998,sit up straight
235,0.6,1.5099999999999998,sit up straight
236,0.66,1.5299999999999998,sit up straight
237,0.72,1.5299999999999998,sit up straight
238,0.8,1.54,sit up straight
239,0.87,1.5499999999999998,sit up straight
240,0.89,1.56,sit up straight
241,0.89,1.56,sit up straight
242,0.97,1.5699999999999998,sit up straight
243,0.99,1.5699999999999998,sit up straight
244,0.97,1.58,sit up straight
245,0.94,1.58,sit up straight
246,0.99,1.5899999999999999,sit up straight
247,0.94,1.5899999999999999,sit up straight
248,0.94,1.6,sit up straight
249,0.89,1.6,sit up straight
250,0.9,1.6,looks good
251,0.84,1.6,looks good
252,0.74,1.6099999999999999,looks good
253,0.7,1.6099999999999999,looks good
254,0.7,1.6,looks good
255,0.7,1.6,looks good
256,0.66,1.6,looks good
257,0.62,1.6,looks good
258,0.65,1.6,looks good
259,0.7,1.5899999999999999,looks good
260,0.68,1.5899999999999999,looks good
261,0.74,1.5899999999999999,sit up straight
262,0.69,1.5899999999999999,sit up straight
263,0.75,1.58,sit up straight
264,0.74,1.58,sit up straight
265,0.77,1.58,sit up straight
266,0.67,1.5699999999999998,sit up straight
267,0.69,1.5499999999999998,sit up straight
268,0.64,1.56,sit up straight
269,0.64,1.56,sit up straight
270,0.63,1.56,sit up straight
271,0.6,1.5499999999999998,sit up straight
272,0.68,1.5499999999999998,sit up straight
273,0.68,1.5499999999999998,sit up straight
274,0.7,1.5499999999999998,sit up straight
275,0.74,1.5499999999999998,sit up straight
276,0.77,1.56,sit up straight
277,0.83,1.56,sit up straight
278,0.78,1.56,sit up straight
279,0.82,1.56,sit up straight
280,0.82,1.56,sit up straight
281,0.86,1.56,sit up straight
282,0.91,1.5699999999999998,sit up straight
283,0.93,1.5699999999999998,sit up straight
284,0.92,1.5699999999999998,sit up straight
285,0.89,1.5699999999999998,sit up straight
286,0.94,1.58,sit up straight
287,0.9,1.58,sit up straight
288,0.87,1.58,sit up straight
289,0.81,1.5699999999999998,sit up straight
290,0.89,1.58,sit up straight
291,0.9,1.58,sit up straight
292,0.82,1.5899999999999999,sit up straight
293,0.85,1.5899999999999999,sit up straight
294,0.74,1.6,looks good
295,0.73,1.6,looks good
296,0.69,1.6099999999999999,looks good
297,0.65,1.6099999999999999,looks good
298,0.64,1.6,looks good
299,0.61,1.6099999999999999,looks good
300,0.54,1.62,looks good
301,0.53,1.62,looks good
302,0.37,1.63,looks good
303,0.39,1.63,looks good
304,0.36,1.63,looks good
305,0.36,1.63,looks good
306,0.26,1.62,looks good
307,0.26,1.63,looks good
308,0.23,1.62,looks good
309,0.25,1.62,looks good
310,0.22,1.62,looks good
311,0.21,1.62,looks good
312,0.18,1.62,looks good
313,0.19,1.62,looks good
314,0.16,1.62,looks good
315,0.16,1.62,looks good
316,0.16,1.62,looks good
317,0.16,1.62,looks good
318,0.2,1.62,looks good
319,0.17,1.62,looks good
320,0.18,1.62,looks good
321,0.2,1.6099999999999999,looks good
322,0.12,1.62,looks good
323,0.15,1.62,looks good
324,0.07,1.63,looks good
325,0.08,1.63,looks good
326,0.05,1.63,looks good
327,0.04,1.63,looks good
328,0.07,1.63,looks good
329,0.12,1.63,looks good
330,0.1,1.63,looks good
331,0.06,1.63,looks good
332,0.12,1.63,looks good
333,0.15,1.63,looks good
334,0.17,1.62,looks good
335,0.21,1.62,looks good
336,0.23,1.6099999999999999,looks good
337,0.26,1.62,looks good
338,0.18,1.63,looks good
339,0.18,1.63,looks good
340,0.09,1.63,looks good
341,0.02,1.63,looks good
342,0.02,1.63,looks good
343,-0.09,1.63,looks good
344,-0.18,1.63,looks good
345,-0.25,1.63,looks good
346,-0.26,1.63,looks good
347,-0.3,1.63,looks good
348,-0.31,1.62,looks good
349,-0.38,1.62,looks good
350,-0.44,1.62,looks good
351,-0.48,1.63,looks good
352,-0.49,1.62,looks good
353,-0.51,1.62,looks good
354,-0.55,1.62,looks good
355,-0.55,1.62,looks good
356,-0.47,1.62,looks good
357,-0.49,1.62,looks good
358,-0.46,1.6,looks good
359,-0.45,1.6,looks good
360,-0.41,1.5899999999999999,looks good
361,-0.37,1.5899999999999999,looks good
362,-0.39,1.58,looks good
363,-0.35,1.58,looks good
364,-0.31,1.5699999999999998,looks good
365,-0.28,1.58,looks good
366,-0.3,1.58,looks good
367,-0.28,1.58,looks good
368,-0.26,1.58,looks good
369,-0.28,1.58,looks good
370,-0.21,1.5899999999999999,looks good
371,-0.21,1.5899999999999999,looks good
372,-0.15,1.5899999999999999,looks good
373,-0.11,1.6,looks good
374,-0.17,1.6,looks good
375,-0.18,1.6,looks good
376,-0.18,1.6,looks good
377,-0.18,1.6,looks good
378,-0.18,1.6,looks good
379,-0.29,1.62,looks good
380,-0.31,1.63,looks good
381,-0.33,1.63,looks good
382,-0.39,1.63,looks good
383,-0.3,1.63,looks good
384,-0.3,1.63,looks good
385,-0.3,1.63,looks good
386,-0.42,1.62,looks good
387,-0.46,1.62,looks good
388,-0.48,1.62,looks good
389,-0.44,1.6099999999999999,looks good
390,-0.48,1.62,looks good
391,-0.44,1.6099999999999999,looks good
392,-0.38,1.62,looks good
393,-0.34,1.63,looks good
394,-0.31,1.62,looks good
395,-0.24,1.63,looks good
396,-0.19,1.6099999999999999,looks good
397,-0.19,1.6099999999999999,looks good
398,-0.31,1.62,looks good
399,-0.31,1.6099999999999999,looks good
400,-0.36,1.6099999999999999,looks good
401,-0.54,1.6099999999999999,looks good
402,-0.61,1.62,looks good
403,-0.6,1.62,looks good
404,-0.61,1.62,looks good
405,-0.57,1.6099999999999999,looks good
406,-0.62,1.6099999999999999,looks good
407,-0.66,1.62,looks good
408,-0.61,1.62,looks good
409,-0.59,1.6099999999999999,looks good
410,-0.54,1.6099999999999999,looks good
411,-0.42,1.6,looks good
412,-0.38,1.6099999999999999,looks good
413,-0.35,1.6099999999999999,looks good
414,-0.32,1.6099999999999999,looks good
415,-0.07,1.6,looks good
416,-0.03,1.5899999999999999,looks good
417,-0.07,1.5899999999999999,looks good
418,0.03,1.58,looks good
419,0.09,1.5699999999999998,looks good
420,0.12,1.5699999999999998,looks good
421,0.2,1.5699999999999998,sit up straight
422,0.25,1.58,looks good
423,0.26,1.5699999999999998,sit up straight
424,0.26,1.5699999999999998,sit up straight
425,0.33,1.58,sit up straight
426,0.3,1.5699999999999998,sit up straight
427,0.25,1.5699999999999998,sit up straight
428,0.18,1.5699999999999998,sit up straight
429,0.14,1.56,sit up straight
430,0.0,1.56,sit up straight
431,-0.01,1.5699999999999998,looks good
432,-0.08,1.56,looks good
433,-0.08,1.5499999999999998,sit up straight
434,-0.08,1.5499999999999998,sit up straight
435,-0.21,1.54,sit up straight
436,-0.2,1.5499999999999998,sit up straight
437,-0.27,1.5499999999999998,sit up straight
438,-0.29,1.54,sit up straight
439,-0.33,1.54,sit up straight
440,-0.44,1.52,sit up straight
441,-0.39,1.5299999999999998,sit up straight
442,-0.63,1.4900000000000002,sit up straight
443,-0.62,1.48,sit up straight
444,-0.7,1.4500000000000002,sit up straight
445,-0.67,1.44,sit up straight
446,-0.67,1.4300000000000002,sit up straight
447,-0.89,1.3599999999999999,sit up straight
448,-1.5,1.35,sit up straight
449,-1.9,1.2999999999999998,sit up straight
450,-1.87,1.2999999999999998,sit up straight
452,3.9,1.7000000000000002,straighten head
453,3.84,1.65,straighten head
454,4.04,1.6800000000000002,straighten head
455,4.17,1.65,sit up straight
456,3.78,1.6400000000000001,straighten head
457,3.95,1.6,straighten head
458,3.91,1.6099999999999999,straighten head
459,3.85,1.6,straighten head
460,4.11,1.58,sit up straight
461,4.0,1.6099999999999999,straighten head
462,4.09,1.62,sit up straight
463,4.0,1.62,straighten head
464,4.32,1.6400000000000001,sit up straight
465,4.28,1.6400000000000001,sit up straight
466,4.39,1.6600000000000001,sit up straight
467,4.37,1.65,sit up straight
468,4.36,1.6600000000000001,sit up straight
469,4.31,1.6400000000000001,sit up straight
470,4.29,1.6400000000000001,sit up straight
471,4.28,1.63,sit up straight
472,4.01,1.62,straighten head
473,3.98,1.6099999999999999,straighten head
474,3.61,1.6,straighten head
475,3.58,1.6,straighten head
476,3.28,1.5899999999999999,straighten head
477,3.27,1.5899999999999999,straighten head
478,2.96,1.6,straighten head
479,2.7,1.5899999999999999,straighten head
480,2.98,1.6,straighten head
481,3.07,1.6,straighten head
482,2.5,1.6099999999999999,straighten head
483,2.63,1.62,straighten head
484,1.98,1.6,sit up straight
485,2.14,1.58,sit up straight
486,1.33,1.6,sit up straight
487,1.5,1.6,sit up straight
488,0.91,1.6099999999999999,looks good
489,1.15,1.62,sit up straight
490,0.81,1.63,looks good
491,0.54,1.6099999999999999,looks good
492,0.84,1.5899999999999999,sit up straight
493,0.91,1.5699999999999998,sit up straight
494,0.4,1.56,sit up straight
495,0.46,1.5499999999999998,sit up straight
496,0.01,1.56,sit up straight
497,0.08,1.56,sit up straight
498,-0.36,1.5499999999999998,looks good
499,-0.27,1.5499999999999998,looks good
500,-0.48,1.56,looks good
501,-0.44,1.5499999999999998,looks good
502,-0.66,1.5499999999999998,looks good
503,-0.63,1.56,looks good
504,-0.52,1.5499999999999998,looks good
505,-0.4,1.5499999999999998,looks good
506,-0.26,1.5499999999999998,sit up straight
507,-0.25,1.5499999999999998,sit up straight
508,-0.3,1.5499999999999998,looks good
509,-0.3,1.5499999999999998,looks good
510,-0.32,1.5499999999999998,looks good
511,-0.35,1.5499999999999998,looks good
512,-0.31,1.5499999999999998,looks good
513,-0.26,1.56,looks good
514,-0.34,1.5699999999999998,looks good
515,-0.54,1.5899999999999999,looks good
516,-0.63,1.5899999999999999,looks good
517,-0.71,1.58,looks good
518,-0.78,1.5899999999999999,looks good
519,-0.86,1.5899999999999999,looks good
520,-0.9,1.5899999999999999,looks good
521,-1.04,1.5899999999999999,sit up straight
522,-0.97,1.58,looks good
523,-1.02,1.58,sit up straight
524,-0.93,1.58,looks good
525,-0.93,1.5899999999999999,looks good
526,-0.86,1.5899999999999999,looks good
527,-0.82,1.5899999999999999,looks good
528,-0.78,1.5899999999999999,looks good
529,-0.78,1.5899999999999999,looks good
530,-0.7,1.6,looks good
531,-0.66,1.6,looks good
532,-0.56,1.6,looks good
533,-0.51,1.5899999999999999,looks good
534,-0.44,1.6,looks good
535,-0.32,1.6,looks good
536,-0.38,1.5899999999999999,looks good
537,-0.32,1.58,looks good
538,-0.47,1.5699999999999998,looks good
539,-0.54,1.56,looks good
540,-0.6,1.54,sit up straight
541,-0.66,1.5299999999999998,sit up straight
542,-0.7,1.5,sit up straight
543,-0.74,1.4900000000000002,sit up straight
544,-0.69,1.46,sit up straight
545,-0.57,1.4700000000000002,sit up straight
546,-0.55,1.4300000000000002,sit up straight
547,-0.55,1.4300000000000002,sit up straight
548,-0.6,1.4100000000000001,sit up straight
549,-0.62,1.4100000000000001,sit up straight
550,-0.41,1.4100000000000001,sit up straight
551,-0.3,1.42,sit up straight
552,-0.32,1.42,sit up straight
553,-0.37,1.4300000000000002,sit up straight
554,-0.37,1.44,sit up straight
555,-0.41,1.44,sit up straight
556,-0.42,1.4500000000000002,sit up straight
557,-0.51,1.46,sit up straight
558,-0.46,1.4700000000000002,sit up straight
559,-0.51,1.48,sit up straight
560,-0.48,1.4900000000000002,sit up straight
561,-0.58,1.4900000000000002,sit up straight
562,-0.63,1.4900000000000002,sit up straight
563,-0.7,1.4900000000000002,sit up straight
564,-0.63,1.4900000000000002,sit up straight
565,-0.64,1.48,sit up straight
566,-0.65,1.4700000000000002,sit up straight
567,-0.62,1.4700000000000002,sit up straight
568,-0.54,1.4700000000000002,sit up straight
569,-0.53,1.46,sit up straight
570,-0.44,1.4700000000000002,sit up straight
571,-0.49,1.46,sit up straight
572,-0.45,1.46,sit up straight
573,-0.45,1.46,sit up straight
574,-0.4,1.46,sit up straight
575,-0.43,1.46,sit up straight
576,-0.42,1.46,sit up straight
577,-0.38,1.46,sit up straight
578,-0.31,1.46,sit up straight
579,-0.27,1.4500000000000002,sit up straight
580,-0.23,1.4500000000000002,sit up straight
581,-0.18,1.44,sit up straight
582,-0.13,1.44,sit up straight
583,-0.11,1.4500000000000002,sit up straight
584,-0.14,1.44,sit up straight
585,-0.14,1.44,sit up straight
586,-0.13,1.44,sit up straight
587,-0.09,1.4500000000000002,sit up straight
588,0.13,1.46,sit up straight
589,0.2,1.4700000000000002,sit up straight
590,0.29,1.48,sit up straight
591,0.36,1.4900000000000002,sit up straight
592,0.42,1.4900000000000002,sit up straight
593,0.39,1.48,sit up straight
594,0.32,1.48,sit up straight
595,0.24,1.4700000000000002,sit up straight
596,0.2,1.46,sit up straight
597,0.27,1.4500000000000002,sit up straight
598,0.26,1.4500000000000002,sit up straight
599,0.17,1.4500000000000002,sit up straight
600,0.17,1.4500000000000002,sit up straight
601,-0.44,1.5,sit up straight
602,-0.16,1.58,looks good
603,-0.1,1.58,looks good
604,-0.08,1.5699999999999998,looks good
605,-0.07,1.5699999999999998,looks good
606,-0.06,1.5699999999999998,looks good
607,-0.04,1.5699999999999998,looks good
608,0.03,1.56,sit up straight
609,0.11,1.56,sit up straight
610,0.18,1.5499999999999998,sit up straight
611,0.25,1.54,sit up straight
612,0.17,1.5299999999999998,sit up straight
613,0.2,1.52,sit up straight
614,0.15,1.52,sit up straight
615,0.19,1.52,sit up straight
616,0.11,1.5099999999999998,sit up straight
617,0.12,1.5099999999999998,sit up straight
618,0.08,1.5099999999999998,sit up straight
619,0.03,1.5099999999999998,sit up straight
620,-0.09,1.5,sit up straight
621,-0.12,1.5,sit up straight
622,-0.16,1.5,sit up straight
623,-0.15,1.5,sit up straight
624,-0.15,1.5,sit up straight
625,-0.15,1.5,sit up straight
626,-0.15,1.4900000000000002,sit up straight
627,-0.15,1.5,sit up straight
628,-0.14,1.4900000000000002,sit up straight
629,-0.19,1.5,sit up straight
630,-0.2,1.5,sit up straight
631,-0.16,1.5,sit up straight
632,-0.23,1.5,sit up straight
633,-0.24,1.5,sit up straight
634,-0.33,1.5,sit up straight
635,-0.39,1.5,sit up straight
636,-0.47,1.5099999999999998,sit up straight
637,-0.49,1.52,sit up straight
638,-0.56,1.52,sit up straight
639,-0.62,1.52,sit up straight
640,-0.61,1.52,sit up straight
641,-0.61,1.52,sit up straight
642,-0.64,1.52,sit up straight
643,-0.62,1.5299999999999998,sit up straight
644,-0.64,1.5299999999999998,sit up straight
645,-0.62,1.5299999999999998,sit up straight
646,-0.61,1.5299999999999998,sit up straight
647,-0.62,1.5299999999999998,sit up straight
648,-0.61,1.5299999999999998,sit up straight
649,-0.61,1.5299999999999998,sit up straight
650,-0.61,1.5299999999999998,sit up straight
651,-0.61,1.5299999999999998,sit up straight
652,-0.62,1.5299999999999998,sit up straight
653,-0.61,1.5299999999999998,sit up straight
654,-0.56,1.5299999999999998,sit up straight
655,-0.56,1.5299999999999998,sit up straight
656,-0.6,1.5299999999999998,sit up straight
657,-0.59,1.5299999999999998,sit up straight
658,-0.59,1.5299999999999998,sit up straight
659,-0.62,1.54,sit up straight
660,-0.65,1.5299999999999998,sit up straight
661,-0.65,1.5299999999999998,sit up straight
662,-0.62,1.5299999999999998,sit up straight
663,-0.62,1.5299999999999998,sit up straight
664,-0.59,1.5299999999999998,sit up straight
665,-0.59,1.5299999999999998,sit up straight
666,-0.59,1.5299999999999998,sit up straight
667,-0.6,1.5299999999999998,sit up straight
668,-0.53,1.5299999999999998,sit up straight
669,-0.53,1.5299999999999998,sit up straight
670,-0.45,1.5299999999999998,sit up straight
671,-0.45,1.5299999999999998,sit up straight
672,-0.34,1.5299999999999998,sit up straight
673,-0.28,1.5299999999999998,sit up straight
674,-0.08,1.5299999999999998,sit up straight
675,-0.09,1.5299999999999998,sit up straight
676,0.1,1.52,sit up straight
677,0.1,1.52,sit up straight
678,0.37,1.5299999999999998,sit up straight
679,0.38,1.52,sit up straight
680,0.56,1.52,sit up straight
681,0.54,1.5099999999999998,sit up straight
682,0.73,1.5099999999999998,sit up straight
683,0.71,1.5099999999999998,sit up straight
684,0.82,1.5099999999999998,sit up straight
685,0.78,1.5099999999999998,sit up straight
686,0.86,1.5099999999999998,sit up straight
687,0.81,1.5099999999999998,sit up straight
688,0.85,1.5099999999999998,sit up straight
689,0.81,1.5,sit up straight
690,0.79,1.5099999999999998,sit up straight
691,0.77,1.5,sit up straight
692,0.77,1.5099999999999998,sit up straight
693,0.74,1.5,sit up straight
694,0.75,1.5099999999999998,sit up straight
695,0.74,1.5099999999999998,sit up straight
696,0.72,1.5099999999999998,sit up straight
697,0.72,1.5099999999999998,sit up straight
698,0.64,1.5099999999999998,sit up straight
699,0.66,1.5099999999999998,sit up straight
700,0.51,1.5099999999999998,sit up straight
701,0.54,1.5099999999999998,sit up straight
702,0.37,1.5099999999999998,sit up straight
703,0.43,1.52,sit up straight
704,0.18,1.5099999999999998,sit up straight
705,0.24,1.5099999999999998,sit up straight
706,0.03,1.5,sit up straight
707,0.12,1.5,sit up straight
708,-0.03,1.48,sit up straight
709,-0.02,1.48,sit up straight
710,-0.21,1.48,sit up straight
711,-0.16,1.4900000000000002,sit up straight
712,-0.27,1.4900000000000002,sit up straight
713,-0.24,1.48,sit up straight
714,-0.12,1.4700000000000002,sit up straight
715,0.04,1.4700000000000002,sit up straight
716,0.13,1.46,sit up straight
717,0.21,1.4700000000000002,sit up straight
718,0.22,1.4700000000000002,sit up straight
719,0.26,1.4700000000000002,sit up straight
720,0.25,1.4700000000000002,sit up straight
721,0.26,1.4700000000000002,sit up straight
722,0.33,1.4700000000000002,sit up straight
723,0.33,1.4700000000000002,sit up straight
724,0.33,1.4700000000000002,sit up straight
725,0.32,1.4700000000000002,sit up straight
726,0.31,1.4700000000000002,sit up straight
727,0.32,1.4700000000000002,sit up straight
728,0.34,1.48,sit up straight
729,0.36,1.4700000000000002,sit up straight
730,0.33,1.4700000000000002,sit up straight
731,0.33,1.4700000000000002,sit up straight
732,0.36,1.4700000000000002,sit up straight
733,0.36,1.4700000000000002,sit up straight
734,0.36,1.4700000000000002,sit up straight
735,0.4,1.46,sit up straight
736,0.36,1.46,sit up straight
737,0.36,1.46,sit up straight
738,0.41,1.4500000000000002,sit up straight
739,0.43,1.4500000000000002,sit up straight
740,0.44,1.4300000000000002,sit up straight
741,0.49,1.4300000000000002,sit up straight
742,0.48,1.4100000000000001,sit up straight
743,0.55,1.4100000000000001,sit up straight
744,0.69,1.4,sit up straight
745,0.78,1.4,sit up straight
746,0.63,1.3900000000000001,sit up straight
747,0.69,1.3900000000000001,sit up straight
748,0.69,1.4,sit up straight
749,0.71,1.4,sit up straight
750,0.71,1.3900000000000001,sit up straight
751,0.71,1.4,sit up straight
752,0.7,1.3900000000000001,sit up straight
753,0.66,1.3900000000000001,sit up straight
754,0.61,1.3900000000000001,sit up straight
755,0.58,1.38,sit up straight
756,0.64,1.38,sit up straight
757,0.66,1.37,sit up straight
758,0.41,1.37,sit up straight
759,0.35,1.37,sit up straight
760,0.32,1.37,sit up straight
761,0.34,1.3599999999999999,sit up straight
762,0.3,1.37,sit up straight
763,0.38,1.37,sit up straight
764,0.33,1.37,sit up straight
765,0.4,1.38,sit up straight
766,0.32,1.38,sit up straight
767,0.33,1.37,sit up straight
768,0.32,1.3900000000000001,sit up straight
769,0.37,1.3900000000000001,sit up straight
770,0.17,1.4,sit up straight
771,0.21,1.3900000000000001,sit up straight
772,-0.08,1.38,sit up straight
773,-0.1,1.38,sit up straight
774,-0.22,1.38,sit up straight
775,-0.16,1.38,sit up straight
776,-0.21,1.37,sit up straight
777,-0.27,1.3599999999999999,sit up straight
778,-0.54,1.35,sit up straight
779,-0.57,1.3599999999999999,sit up straight
780,-0.41,1.37,sit up straight
781,-0.45,1.37,sit up straight
782,-0.48,1.3599999999999999,sit up straight
783,-0.57,1.3599999999999999,sit up straight
784,-0.58,1.35,sit up straight
785,-0.58,1.35,sit up straight
786,-0.54,1.35,sit up straight
787,-0.58,1.3599999999999999,sit up straight
788,-0.66,1.3599999999999999,sit up straight
789,-0.61,1.38,sit up straight
790,-0.63,1.38,sit up straight
791,-0.56,1.38,sit up straight
792,-0.54,1.3900000000000001,sit up straight
793,-0.31,1.42,sit up straight
794,-0.35,1.4300000000000002,sit up straight
795,-0.22,1.44,sit up straight
796,-0.3,1.46,sit up straight
797,-0.13,1.4700000000000002,sit up straight
798,-0.23,1.4700000000000002,sit up straight
799,-0.23,1.4700000000000002,sit up straight
800,-0.45,1.46,sit up straight
801,-0.32,1.46,sit up straight
802,-0.45,1.4500000000000002,sit up straight
803,-0.1,1.44,sit up straight
804,-0.12,1.4300000000000002,sit up straight
805,0.1,1.44,sit up straight
806,0.02,1.4300000000000002,sit up straight
807,0.41,1.44,sit up straight
808,0.42,1.4300000000000002,sit up straight
809,0.9,1.42,sit up straight
810,0.84,1.4300000000000002,sit up straight
811,1.08,1.44,sit up straight
812,0.99,1.4300000000000002,sit up straight
813,1.18,1.4500000000000002,sit up straight
814,1.02,1.44,sit up straight
815,1.43,1.44,sit up straight
816,1.37,1.44,sit up straight
817,1.7,1.44,sit up straight
818,1.6,1.4300000000000002,sit up straight
819,1.91,1.4500000000000002,sit up straight
820,1.78,1.44,sit up straight
821,2.25,1.4500000000000002,straighten head
822,2.16,1.4500000000000002,straighten head
823,2.58,1.4300000000000002,straighten head
824,2.43,1.42,sit up straight
825,2.73,1.38,sit up straight
826,2.66,1.3900000000000001,sit up straight
827,3.05,1.3599999999999999,sit up straight
828,3.08,1.35,sit up straight
829,3.32,1.3199999999999998,sit up straight
830,3.3,1.31,sit up straight
831,3.2,1.31,sit up straight
832,3.1,1.31,sit up straight
833,3.31,1.29,sit up straight
834,3.47,1.2799999999999998,sit up straight
835,3.44,1.2599999999999998,sit up straight
836,3.45,1.25,sit up straight
837,3.07,1.2400000000000002,sit up straight
838,3.12,1.23,sit up straight
839,2.78,1.2200000000000002,sit up straight
840,2.76,1.2200000000000002,sit up straight
841,2.44,1.19,sit up straight
842,2.31,1.19,sit up straight
843,1.98,1.1800000000000002,sit up straight
844,2.06,1.17,sit up straight
845,1.86,1.13,straighten head
846,1.98,1.12,straighten head
847,1.87,1.1,straighten head
848,1.94,1.0899999999999999,straighten head
849,1.74,1.0699999999999998,sit up straight
850,1.78,1.0699999999999998,sit up straight
851,1.85,1.05,sit up straight
852,1.97,1.05,sit up straight
853,2.16,1.02,sit up straight
854,2.15,1.02,sit up straight
855,2.03,1.02,sit up straight
856,2.04,1.02,sit up straight
857,1.92,1.01,sit up straight
858,1.9,1.01,sit up straight
859,1.78,1.0,sit up straight
860,1.91,0.99,sit up straight
861,1.65,0.99,sit up straight
862,1.63,0.99,sit up straight
863,1.36,1.0,sit up straight
864,1.29,0.99,sit up straight
865,1.07,1.0,sit up straight
866,1.13,1.0,sit up straight
867,1.02,1.01,sit up straight
868,0.97,1.01,sit up straight
869,0.88,1.01,sit up straight
870,0.84,1.01,sit up straight
871,0.72,1.01,sit up straight
872,0.75,1.0,sit up straight
873,0.59,1.0,sit up straight
874,0.59,1.0,sit up straight
875,0.48,1.01,sit up straight
876,0.5,1.01,sit up straight
877,0.3,1.01,sit up straight
878,0.27,1.01,sit up straight
879,0.13,1.02,sit up straight
880,0.17,1.01,sit up straight
881,0.02,1.02,sit up straight
882,0.01,1.02,sit up straight
883,-0.09,1.02,sit up straight
884,-0.08,1.02,sit up straight
885,-0.14,1.03,sit up straight
886,-0.18,1.02,sit up straight
887,-0.24,1.02,sit up straight
888,-0.19,1.01,sit up straight
889,-0.25,1.01,sit up straight
890,-0.22,1.01,sit up straight
891,-0.27,1.01,sit up straight
892,-0.23,1.01,sit up straight
893,-0.36,1.02,sit up straight
894,-0.37,1.02,sit up straight
895,-0.54,1.03,sit up straight
896,-0.58,1.03,sit up straight
897,-0.87,1.06,sit up straight
898,-0.87,1.05,sit up straight
899,-1.06,1.06,sit up straight
900,-1.07,1.06,sit up straight
901,-1.19,1.0899999999999999,sit up straight
902,-1.14,1.0899999999999999,sit up straight
903,-1.4,1.1400000000000001,sit up straight
904,-1.26,1.15,sit up straight
905,-1.78,1.2799999999999998,sit up straight
906,-1.62,1.31,sit up straight
907,-1.61,1.42,sit up straight
908,-1.53,1.4500000000000002,sit up straight
909,-1.86,1.4500000000000002,straighten head
910,-1.75,1.46,straighten head
911,-2.03,1.48,straighten head
912,-2.06,1.48,straighten head
913,-2.27,1.52,straighten head
914,-2.34,1.52,straighten head
915,-2.49,1.5099999999999998,straighten head
916,-2.41,1.5099999999999998,straighten head
917,-2.46,1.5099999999999998,straighten head
918,-2.34,1.5099999999999998,straighten head
919,-2.36,1.5099999999999998,straighten head
920,-2.22,1.5099999999999998,straighten head
921,-2.25,1.5099999999999998,straighten head
922,-2.19,1.5099999999999998,straighten head
923,-2.05,1.5,straighten head
924,-2.08,1.5099999999999998,sit up straight
925,-1.84,1.5,sit up straight
926,-1.82,1.5,sit up straight
927,-1.68,1.5099999999999998,sit up straight
928,-1.69,1.5099999999999998,sit up straight
929,-1.44,1.5,sit up straight
930,-1.52,1.5,sit up straight
931,-1.2,1.4900000000000002,sit up straight
932,-1.25,1.5,sit up straight
933,-0.97,1.4900000000000002,sit up straight
934,-1.01,1.5,sit up straight
